PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000101639.14.CEP192.wgt.RDat	CEP192	18	12991361	13125051	0.405	rs1284442	-2.88	rs578208	 0.26200	 5.66	-1.150	486	 1	top1	0.26	6.9e-08	-1.150	0.2501
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000177150.8.FAM210A.wgt.RDat	FAM210A	18	13663346	13697673	0.443	NA	   NA	NA	      NA	   NA	    NA	  0	 0	enet	-0.0081	0.62	    NA	    NA
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000134490.9.TMEM241.wgt.RDat	TMEM241	18	20777108	21017925	0.369	rs7228876	-2.89	rs9954865	 0.11899	-4.99	 0.227	394	19	enet	0.21	1.3e-06	-0.630	0.5289
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000141452.5.C18orf8.wgt.RDat	C18orf8	18	21083473	21110576	0.194	rs8098316	-2.53	rs2960578	 0.18095	 4.64	-0.877	343	 1	top1	0.18	1e-05	-0.877	0.3805
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000152223.8.EPG5.wgt.RDat	EPG5	18	43427574	43547240	0.352	rs17766830	 2.75	rs3744998	 0.20110	 5.19	 1.139	587	 1	top1	0.2	3.1e-06	 1.139	0.2547
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000049759.12.NEDD4L.wgt.RDat	NEDD4L	18	55711599	56068772	0.367	rs9947412	-4.11	rs4940730	-0.00156	 3.06	 1.097	730	 6	lasso	0.0048	0.23	 2.101	0.0356
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000197563.5.PIGN.wgt.RDat	PIGN	18	59710800	59854351	0.232	rs17068587	-3.35	rs9636100	 0.07622	 4.35	-0.119	595	27	enet	0.22	1.1e-06	-1.037	0.2999
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000267390.1.RP11-635N19.1.wgt.RDat	RP11-635N19.1	18	61034561	61048862	0.416	rs8095193	-3.24	rs9946122	 0.28266	 5.24	 2.335	503	 1	top1	0.28	1.8e-08	 2.335	0.0195
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000133313.10.CNDP2.wgt.RDat	CNDP2	18	72163051	72188366	0.244	rs1573490	 2.81	rs3829640	 0.22385	 4.77	 0.193	539	 1	top1	0.22	7.7e-07	 0.193	0.8470
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000264247.1.LINC00909.wgt.RDat	LINC00909	18	72259010	72265744	0.388	rs1573490	 2.81	rs11151960	-0.00606	 3.45	 0.741	529	42	enet	0.029	0.053	-0.358	0.7205
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000166377.15.ATP9B.wgt.RDat	ATP9B	18	76829285	77138283	0.261	rs11663602	 3.61	rs1483161	 0.12605	 4.42	 0.542	562	 4	lasso	0.14	9.8e-05	 0.710	0.4775
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000101546.8.RBFA.wgt.RDat	RBFA	18	77796668	77804285	0.277	rs11663602	 3.61	rs12607007	 0.10682	-4.55	-1.217	265	19	enet	0.24	2.1e-07	 0.825	0.4093
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000261126.3.RBFADN.wgt.RDat	RBFADN	18	77806900	77853362	0.359	rs11663602	 3.61	rs1715230	 0.15457	 5.21	-0.034	263	11	lasso	0.29	1.5e-08	-0.051	0.9593
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000267127.2.RP11-795F19.5.wgt.RDat	RP11-795F19.5	18	77808114	77854968	0.262	rs11663602	 3.61	rs11665594	 0.03003	-4.05	 0.180	262	 5	lasso	0.062	0.0086	-0.826	0.4090
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000267251.1.AC139100.3.wgt.RDat	AC139100.3	18	77941563	77960875	0.335	rs11663602	 3.61	rs1050919	 0.28557	 5.24	 1.270	213	 1	top1	0.29	1.5e-08	 1.270	0.2041
