PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000146540.10.C7orf50.wgt.RDat	C7orf50	7	1036622	1177896	0.225	rs9639697	-3.64	rs6462277	 0.161938	 4.59	-1.361	393	 4	lasso	0.18	1.2e-05	-1.095	2.73e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000229043.2.AC091729.9.wgt.RDat	AC091729.9	7	1200010	1204903	0.750	rs9639697	-3.64	rs2140578	 0.670608	 8.03	 1.624	378	 6	lasso	0.69	2.6e-25	 1.696	8.98e-02
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000164880.11.INTS1.wgt.RDat	INTS1	7	1509913	1545489	0.400	rs11764590	-5.99	rs11972070	 0.199913	-4.90	-0.404	372	 1	top1	0.2	3.3e-06	 0.404	6.86e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000122687.13.FTSJ2.wgt.RDat	FTSJ2	7	2273866	2281840	0.168	rs11764590	-5.99	rs3757440	 0.009715	 3.84	 3.416	389	16	enet	0.058	0.011	 5.659	1.52e-08
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000106392.6.C1GALT1.wgt.RDat	C1GALT1	7	7196565	7288282	0.315	rs17518633	 3.92	rs12702586	 0.094974	 4.61	 0.528	525	13	lasso	0.13	0.00019	 0.198	8.43e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000215018.5.COL28A1.wgt.RDat	COL28A1	7	7395834	7575484	0.611	rs17518633	 3.92	rs7796700	 0.248892	-5.58	-3.072	733	10	lasso	0.33	5.7e-10	 2.131	3.31e-02
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000196683.6.TOMM7.wgt.RDat	TOMM7	7	22852251	22862470	0.290	rs10950897	-3.06	rs4722189	 0.245661	-5.54	-2.006	495	10	enet	0.28	1.5e-08	 2.007	4.47e-02
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000136243.12.NUPL2.wgt.RDat	NUPL2	7	23221446	23240628	0.209	rs200717	 3.42	rs7796541	 0.137018	-4.62	 2.503	423	 5	lasso	0.14	1e-04	-2.506	1.22e-02
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000136235.11.GPNMB.wgt.RDat	GPNMB	7	23275586	23314727	0.191	rs200717	 3.42	rs7807879	 0.186555	-5.05	 1.373	415	 7	lasso	0.24	2.4e-07	-1.493	1.35e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000105928.9.DFNA5.wgt.RDat	DFNA5	7	24737972	24809244	0.271	rs2074142	 4.13	rs2106760	 0.229852	 4.84	 2.884	682	 1	top1	0.23	5.3e-07	 2.884	3.93e-03
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000225792.1.AC004540.4.wgt.RDat	AC004540.4	7	26411764	26416321	0.278	rs6972699	-3.97	rs2250062	 0.179031	 4.35	 0.025	484	 1	top1	0.18	1.2e-05	 0.025	9.80e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000005020.8.SKAP2.wgt.RDat	SKAP2	7	26706681	27034858	0.273	rs4722665	-3.38	rs212850	-0.009940	-3.64	-0.871	638	11	lasso	-0.0046	0.45	 0.677	4.98e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000122574.6.WIPF3.wgt.RDat	WIPF3	7	29846102	29956682	0.390	rs42597	 2.69	rs17606308	 0.011228	-3.87	 0.482	565	43	enet	0.052	0.015	-0.195	8.45e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000196295.7.AC005154.6.wgt.RDat	AC005154.6	7	30555925	30634425	0.648	rs12701049	 3.06	rs38487	 0.570747	 7.36	-0.713	476	 5	lasso	0.58	1.3e-19	-0.691	4.89e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000272905.1.RP11-265E18.1.wgt.RDat	RP11-265E18.1	7	32885006	32885673	0.242	rs10264489	-3.80	rs6972178	-0.010561	 3.77	 0.265	361	 5	lasso	-1.6e-05	0.32	 0.513	6.08e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000164610.4.RP9.wgt.RDat	RP9	7	33134409	33149002	0.376	rs10264489	-3.80	rs752730	 0.152959	 5.44	 0.258	345	22	enet	0.23	4e-07	 0.897	3.70e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000227191.2.TRGC2.wgt.RDat	TRGC2	7	38279181	38289173	0.484	rs6976166	-4.08	rs2109364	 0.293784	-5.41	 0.317	632	 1	top1	0.29	8.4e-09	-0.317	7.51e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000241057.1.AC004985.12.wgt.RDat	AC004985.12	7	44001189	44001356	0.367	rs7797038	-4.19	rs2256294	 0.134889	-4.74	 0.928	348	 5	lasso	0.21	2.1e-06	-1.488	1.37e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000122515.10.ZMIZ2.wgt.RDat	ZMIZ2	7	44788180	44809477	0.486	rs7797038	-4.19	rs4720478	 0.074442	 3.83	 1.373	430	 1	top1	0.074	0.0043	 1.373	1.70e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000132436.7.FIGNL1.wgt.RDat	FIGNL1	7	50511831	50518088	0.273	rs12718242	 3.83	rs6945253	 0.167283	-4.91	-1.787	488	 4	lasso	0.17	1.8e-05	 1.790	7.35e-02
