PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000101236.12.RNF24.wgt.RDat	RNF24	20	3907956	3996229	0.4594	rs16989022	-4.27	rs6052161	 7.02e-05	 3.49	 1.578	625	33	enet	0.064	0.0075	 0.0549	9.56e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000125827.4.TMX4.wgt.RDat	TMX4	20	7957995	8000476	0.3171	rs16994275	 3.16	rs2143250	 3.40e-02	 3.81	-0.862	532	22	enet	0.11	0.00053	 0.5841	5.59e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000232388.2.LINC00493.wgt.RDat	LINC00493	20	18548064	18550207	0.3495	rs6075455	 3.46	rs6136392	 2.19e-01	-4.99	 1.130	466	 1	top1	0.22	1.1e-06	-1.1300	2.58e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000125814.13.NAPB.wgt.RDat	NAPB	20	23355159	23402125	0.2308	rs2235953	-2.93	rs743023	 4.08e-02	-4.21	 0.028	565	26	enet	0.049	0.017	-0.2221	8.24e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000100997.14.ABHD12.wgt.RDat	ABHD12	20	25275379	25371619	0.0824	rs6037029	 3.30	rs2482923	 1.11e-01	 3.80	 0.554	400	 1	top1	0.11	0.00057	 0.5540	5.80e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000101412.9.E2F1.wgt.RDat	E2F1	20	32263489	32274210	0.2169	rs976728	-3.64	rs11698045	 1.42e-01	 4.20	-0.707	260	 1	top1	0.14	1e-04	-0.7070	4.80e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000101460.8.MAP1LC3A.wgt.RDat	MAP1LC3A	20	33134658	33148149	0.3885	rs7265992	 4.27	rs1205340	 2.55e-01	-5.82	 1.926	305	16	enet	0.33	6.6e-10	 0.4832	6.29e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000198646.9.NCOA6.wgt.RDat	NCOA6	20	33284722	33413452	0.1426	rs7265992	 4.27	rs2424997	 3.11e-02	-3.61	-3.252	368	13	enet	0.051	0.016	 4.5620	5.07e-06
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000100983.5.GSS.wgt.RDat	GSS	20	33516236	33543620	0.1379	rs7265992	 4.27	rs6088525	 1.65e-02	-3.54	-1.600	349	 1	top1	0.016	0.11	 1.6000	1.10e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000126005.11.MMP24-AS1.wgt.RDat	MMP24-AS1	20	33804265	33865934	0.2977	rs7265992	 4.27	rs932562	 2.28e-01	-5.12	-0.781	361	 1	top1	0.23	5.9e-07	 0.7810	4.35e-01
