PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000171853.11.TRAPPC12.wgt.RDat	TRAPPC12	2	3383446	3488865	0.424	rs17445240	 4.30	rs10166880	 0.01118	 4.51	-0.468	611	 5	lasso	0.13	2e-04	-1.81453	6.96e-02
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000225234.1.TRAPPC12-AS1.wgt.RDat	TRAPPC12-AS1	2	3485013	3486180	0.594	rs17445240	 4.30	rs4641971	 0.51365	-7.06	-0.222	550	 1	top1	0.51	1.9e-16	 0.22200	8.24e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000234171.1.AC108488.3.wgt.RDat	AC108488.3	2	3606082	3609324	0.724	rs17445240	 4.30	rs4583476	 0.57112	-7.41	 1.903	546	 1	top1	0.57	5.3e-19	-1.90300	5.70e-02
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000172059.6.KLF11.wgt.RDat	KLF11	2	10182976	10194963	0.422	rs4669520	 4.63	rs4669520	 0.01813	 3.27	 4.627	563	 1	top1	0.018	0.1	 4.62700	3.71e-06
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000151779.8.NBAS.wgt.RDat	NBAS	2	15307032	15701454	0.147	rs9653226	 4.51	rs10929367	 0.10294	 4.17	-1.460	668	 1	top1	0.1	0.00089	-1.46000	1.44e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000183891.5.TTC32.wgt.RDat	TTC32	2	20096404	20101747	0.355	rs7581159	 2.60	rs7563410	 0.25428	 5.32	 1.357	578	 1	top1	0.25	1.1e-07	 1.35700	1.75e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000157992.8.KRTCAP3.wgt.RDat	KRTCAP3	2	27665233	27667164	0.189	rs7575245	-2.90	rs1260345	 0.09566	 4.32	-2.061	285	 2	lasso	0.12	0.00037	-1.81475	6.96e-02
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000189350.8.FAM179A.wgt.RDat	FAM179A	2	29179477	29268276	0.650	rs13010035	 4.11	rs10197378	 0.36280	 6.82	-0.577	659	10	lasso	0.43	4.8e-13	-0.37557	7.07e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000115944.10.COX7A2L.wgt.RDat	COX7A2L	2	42560686	42652228	0.391	rs6750539	 2.67	rs1981664	 0.26584	 5.76	 0.752	543	 5	lasso	0.27	4.4e-08	 0.98517	3.25e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000138095.14.LRPPRC.wgt.RDat	LRPPRC	2	44113647	44223144	0.171	rs7592384	 4.39	rs13384238	 0.09687	 4.20	-1.789	536	 3	lasso	0.11	0.00049	-2.03752	4.16e-02
