PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000185627.13.PSMD13.wgt.RDat	PSMD13	11	238998	252981	0.168	rs11246228	 3.20	rs511744	 0.22147	 5.01	-1.156	283	 1	top1	0.22	8.9e-07	-1.1560	2.48e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000255328.1.RP11-326C3.12.wgt.RDat	RP11-326C3.12	11	329104	330122	0.284	rs11246228	 3.20	rs7944394	 0.19244	 4.80	 0.271	316	 1	top1	0.19	5.2e-06	 0.2710	7.86e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000174775.12.HRAS.wgt.RDat	HRAS	11	532242	537287	0.285	rs11246228	 3.20	rs10540	 0.17805	-4.76	 0.798	405	10	enet	0.22	9.6e-07	 0.1396	8.89e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000177042.10.TMEM80.wgt.RDat	TMEM80	11	698869	705028	0.515	rs11246228	 3.20	rs4073591	 0.39829	 6.24	-0.507	449	 1	top1	0.4	4.3e-12	-0.5070	6.12e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000255284.1.AP006621.5.wgt.RDat	AP006621.5	11	777578	784297	0.354	rs11246228	 3.20	rs4963153	 0.17189	 5.22	 0.728	394	 5	lasso	0.23	6.5e-07	 1.4965	1.35e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000177236.3.AP006621.1.wgt.RDat	AP006621.1	11	780117	780755	0.668	rs11246228	 3.20	rs7940065	 0.42247	 6.62	 0.788	392	 1	top1	0.42	6.2e-13	 0.7880	4.31e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000255142.1.AP006621.6.wgt.RDat	AP006621.6	11	781645	782105	0.367	rs11246228	 3.20	rs12224894	 0.00613	 3.55	 0.738	393	 3	lasso	0.11	0.00069	 0.7048	4.81e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000177666.11.PNPLA2.wgt.RDat	PNPLA2	11	818902	825573	0.308	rs11246228	 3.20	rs10902222	 0.37904	 6.08	 0.495	389	 1	top1	0.38	1.9e-11	 0.4950	6.21e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000255108.1.AP006621.8.wgt.RDat	AP006621.8	11	823634	832883	0.181	rs11246228	 3.20	rs10902222	 0.23265	 4.81	 0.495	393	 1	top1	0.23	4.5e-07	 0.4950	6.21e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000110628.9.SLC22A18.wgt.RDat	SLC22A18	11	2923423	2946476	0.320	rs10832417	 2.54	rs16928945	 0.07541	 4.60	-0.824	444	 1	top1	0.075	0.0041	-0.8240	4.10e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000166444.13.ST5.wgt.RDat	ST5	11	8714898	8932498	0.308	rs7114748	 3.00	rs10160684	-0.00353	 3.33	-1.281	522	41	enet	0.014	0.13	-0.6299	5.29e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000254665.1.RP11-152H18.3.wgt.RDat	RP11-152H18.3	11	8714904	8718154	0.406	rs10743084	-2.89	rs10840106	 0.03511	-4.25	 1.388	463	25	enet	0.11	0.00076	-1.5475	1.22e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000254860.1.TMEM9B-AS1.wgt.RDat	TMEM9B-AS1	11	8986222	8999074	0.191	rs7114748	 3.00	rs2653569	-0.00917	 4.12	-0.796	351	 6	lasso	0.018	0.1	-1.4355	1.51e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000166478.5.ZNF143.wgt.RDat	ZNF143	11	9482069	9550071	0.270	rs4910084	 4.24	rs7927350	 0.12862	 4.14	 0.364	411	 1	top1	0.13	0.00021	 0.3640	7.16e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000070081.11.NUCB2.wgt.RDat	NUCB2	11	17229700	17371521	0.212	rs10766426	 2.58	rs10766393	 0.11728	-4.42	 1.548	592	 1	top1	0.12	4e-04	-1.5480	1.22e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000187486.5.KCNJ11.wgt.RDat	KCNJ11	11	17407406	17410878	0.174	rs10766426	 2.58	rs214097	 0.01106	-3.72	 0.257	512	24	enet	0.064	0.0077	-1.1046	2.69e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000129158.6.SERGEF.wgt.RDat	SERGEF	11	17809595	18034709	0.563	rs1881717	-2.79	rs11024318	-0.00811	 3.74	 0.327	636	13	lasso	0.15	6.4e-05	-1.3136	1.89e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000255448.1.RP1-59M18.2.wgt.RDat	RP1-59M18.2	11	18022089	18044478	0.445	rs1881717	-2.79	rs4237721	 0.03565	 3.81	-1.189	499	34	enet	0.22	9.3e-07	-2.0329	4.21e-02
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000166788.5.SAAL1.wgt.RDat	SAAL1	11	18091482	18127638	0.377	rs1881717	-2.79	rs10500831	 0.00518	-4.23	 0.555	457	41	enet	0.051	0.015	-1.4110	1.58e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000110768.7.GTF2H1.wgt.RDat	GTF2H1	11	18343842	18388591	0.299	rs4757695	 2.95	rs1520884	 0.23427	-4.85	 0.599	451	 1	top1	0.23	4e-07	-0.5990	5.49e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000213713.3.PIGCP1.wgt.RDat	PIGCP1	11	33097112	33098006	0.222	rs11031930	 2.55	rs3758741	 0.16089	 4.45	-0.879	296	11	lasso	0.19	7.5e-06	-0.6484	5.17e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000149089.8.APIP.wgt.RDat	APIP	11	34874641	34918402	0.570	rs9804460	 2.62	rs1117050	 0.57580	 7.50	-0.603	705	 1	top1	0.58	3.1e-19	-0.6030	5.47e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000149084.7.HSD17B12.wgt.RDat	HSD17B12	11	43577986	43878160	0.525	rs728648	-2.93	rs7131110	 0.37237	-6.41	-0.469	651	 9	lasso	0.4	5.4e-12	 0.4886	6.25e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000166199.8.ALKBH3.wgt.RDat	ALKBH3	11	43902361	43941816	0.475	rs728648	-2.93	rs12576917	 0.10064	 4.44	 1.361	525	11	lasso	0.12	3e-04	 1.0048	3.15e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000110455.9.ACCS.wgt.RDat	ACCS	11	44087475	44105764	0.484	rs728648	-2.93	rs7951555	 0.01475	 4.76	-0.322	534	22	enet	0.14	0.00013	 0.0851	9.32e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000172247.3.C1QTNF4.wgt.RDat	C1QTNF4	11	47611216	47616211	0.256	rs11039149	 6.46	rs12286721	 0.04165	 3.22	 4.372	277	 1	top1	0.042	0.026	 4.3720	1.23e-05
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000109919.5.MTCH2.wgt.RDat	MTCH2	11	47638867	47664175	0.211	rs11039149	 6.46	rs7947730	 0.18758	 4.62	-5.325	287	 1	top1	0.19	6.9e-06	-5.3250	1.01e-07
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000013725.10.CD6.wgt.RDat	CD6	11	60739115	60787849	0.588	rs2860519	-4.45	rs11230563	 0.36926	-5.95	 0.466	391	 1	top1	0.37	4e-11	-0.4660	6.41e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000173113.2.TRMT112.wgt.RDat	TRMT112	11	64084736	64085556	0.206	rs3824854	 3.31	rs4930152	 0.05103	 3.64	 1.476	336	13	enet	0.15	7.8e-05	 1.9296	5.37e-02
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000146670.5.CDCA5.wgt.RDat	CDCA5	11	64833772	64851623	0.214	rs509303	-3.35	rs566221	 0.03256	 4.18	-0.061	308	 4	lasso	0.043	0.025	 0.2001	8.41e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000014138.4.POLA2.wgt.RDat	POLA2	11	65029233	65073060	0.281	rs509303	-3.35	rs677740	 0.02557	 4.29	 0.307	334	13	enet	0.1	0.0011	 0.9631	3.35e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000245532.4.NEAT1.wgt.RDat	NEAT1	11	65190245	65213011	0.277	rs509303	-3.35	rs1787666	 0.07400	 4.23	-2.827	349	 1	top1	0.074	0.0044	-2.8270	4.70e-03
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000172922.4.RNASEH2C.wgt.RDat	RNASEH2C	11	65487713	65488418	0.188	rs509303	-3.35	rs2448490	 0.21614	-4.83	-0.370	311	 1	top1	0.22	1.2e-06	 0.3700	7.11e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000175334.3.BANF1.wgt.RDat	BANF1	11	65770052	65771620	0.238	rs4930351	-2.62	rs4930304	 0.09470	-4.07	-0.148	334	 9	lasso	0.13	0.00022	-0.6002	5.48e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000175115.7.PACS1.wgt.RDat	PACS1	11	65837925	66012218	0.189	rs4930351	-2.62	rs2452681	 0.11292	-4.40	 1.508	379	 1	top1	0.11	0.00051	-1.5080	1.32e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000255320.1.RP11-755F10.1.wgt.RDat	RP11-755F10.1	11	66012311	66013710	0.217	rs4930351	-2.62	rs2236652	 0.20028	 5.36	 1.135	313	 1	top1	0.2	3.2e-06	 1.1350	2.56e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000269990.1.CTD-3074O7.12.wgt.RDat	CTD-3074O7.12	11	66303369	66305407	0.186	rs896436	-2.62	rs2305535	 0.01287	-3.34	-0.764	254	25	enet	0.019	0.098	-0.4903	6.24e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000213402.2.PTPRCAP.wgt.RDat	PTPRCAP	11	67202981	67203821	0.216	rs2514025	-2.90	rs1476792	 0.09016	-4.34	 0.084	222	 1	top1	0.09	0.0018	-0.0840	9.33e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000084207.11.GSTP1.wgt.RDat	GSTP1	11	67351066	67354131	0.184	rs2514025	-2.90	rs614080	 0.13493	 4.34	 0.784	238	 1	top1	0.13	0.00015	 0.7840	4.33e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000255306.1.RP5-901A4.1.wgt.RDat	RP5-901A4.1	11	67792277	67797928	0.271	rs2514025	-2.90	rs2075626	 0.18799	 4.78	-0.338	253	 1	top1	0.19	6.8e-06	-0.3380	7.35e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000197345.8.MRPL21.wgt.RDat	MRPL21	11	68658744	68671303	0.701	rs7124369	-3.10	rs636049	 0.59316	-7.52	-1.106	394	 1	top1	0.59	4.4e-20	 1.1060	2.69e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000259799.1.RP11-554A11.9.wgt.RDat	RP11-554A11.9	11	68923378	68927220	0.472	rs7124369	-3.10	rs2924540	 0.18310	 4.75	 0.805	428	31	enet	0.23	7e-07	 0.1319	8.95e-01
