PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000272279.1.RP11-157J24.2.wgt.RDat	RP11-157J24.2	6	1528599	1529146	0.491	rs1737786	-2.38	rs13209741	 0.409195	 6.29	-0.220	686	 1	top1	0.41	1.8e-12	-0.2200	0.825871
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000261015.1.RP1-90J20.11.wgt.RDat	RP1-90J20.11	6	3025025	3027659	0.602	rs6908773	-3.80	rs6920375	 0.126599	-4.90	-0.626	656	65	enet	0.16	4.6e-05	 1.3118	0.189580
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000214113.6.LYRM4.wgt.RDat	LYRM4	6	5102827	5261172	0.242	rs2791458	-3.33	rs9504370	-0.010624	-3.14	-0.090	722	 3	lasso	-0.006	0.51	 0.4690	0.639057
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000124784.4.RIOK1.wgt.RDat	RIOK1	6	7393332	7418270	0.431	rs675209	 2.90	rs486655	 0.007006	-3.96	-0.784	609	28	enet	0.21	2.2e-06	 0.4586	0.646534
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000230939.1.RP11-314C16.1.wgt.RDat	RP11-314C16.1	6	8784411	8785678	0.220	rs7756210	 2.48	rs1737585	 0.038483	 4.39	-0.546	396	 2	lasso	0.047	0.019	 0.0288	0.977047
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000272501.1.XXbac-BPG299F13.17.wgt.RDat	XXbac-BPG299F13.17	6	31162977	31165814	0.421	rs3778639	 4.93	rs1265098	-0.009035	-4.06	-1.912	168	26	enet	0.14	1e-04	 0.0448	0.964275
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000206344.6.HCG27.wgt.RDat	HCG27	6	31165537	31171745	0.363	rs3778639	 4.93	rs2233976	 0.029214	 3.57	-0.985	168	 7	lasso	0.18	1.1e-05	-0.9989	0.317835
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000204525.10.HLA-C.wgt.RDat	HLA-C	6	31236526	31239882	0.635	rs3778639	 4.93	rs2523578	 0.306975	 5.48	-1.970	196	29	enet	0.46	1.8e-14	-0.8599	0.389832
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000271581.1.XXbac-BPG248L24.12.wgt.RDat	XXbac-BPG248L24.12	6	31324424	31325414	0.446	rs3778639	 4.93	rs2523578	 0.364453	 6.29	-1.970	207	 9	enet	0.45	6.1e-14	-1.9731	0.048482
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000272221.1.XXbac-BPG181B23.7.wgt.RDat	XXbac-BPG181B23.7	6	31362066	31363272	0.370	rs3778639	 4.93	rs6919586	 0.145055	-4.88	-0.518	228	17	enet	0.22	7.4e-07	-0.1522	0.879029
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000204520.8.MICA.wgt.RDat	MICA	6	31371356	31383092	0.534	rs3778639	 4.93	rs6919586	 0.283182	-5.30	-0.518	228	 8	lasso	0.35	1.9e-10	 0.2102	0.833525
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000204463.8.BAG6.wgt.RDat	BAG6	6	31606805	31620170	0.365	rs2269426	 5.60	rs986475	 0.149691	 4.89	-1.215	238	 8	lasso	0.23	5.1e-07	 0.2090	0.834442
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000204351.7.SKIV2L.wgt.RDat	SKIV2L	6	31927074	31937532	0.367	rs2269426	 5.60	rs6907185	 0.281423	 5.28	-0.199	209	 1	top1	0.28	1.9e-08	-0.1990	0.842263
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000198502.5.HLA-DRB5.wgt.RDat	HLA-DRB5	6	32485120	32498064	0.553	rs2269426	 5.60	rs9271055	 0.501518	 6.90	 0.269	248	 1	top1	0.5	6.1e-16	 0.2690	0.787930
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000196126.6.HLA-DRB1.wgt.RDat	HLA-DRB1	6	32546546	32557625	0.453	rs2269426	 5.60	rs9271055	 0.416406	 6.29	 0.269	233	 1	top1	0.42	1e-12	 0.2690	0.787930
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000241106.2.HLA-DOB.wgt.RDat	HLA-DOB	6	32780540	32781248	0.606	rs376892	 4.01	rs4148876	 0.431106	 6.87	-1.849	253	19	enet	0.64	1.8e-22	-1.6123	0.106905
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000204267.9.TAP2.wgt.RDat	TAP2	6	32789610	32796811	0.261	rs376892	 4.01	rs2857103	 0.249989	-5.24	 2.073	258	 1	top1	0.25	1.5e-07	-2.0730	0.038172
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000196821.5.C6orf106.wgt.RDat	C6orf106	6	34555065	34664636	0.218	rs3798544	 3.76	rs2744937	 0.074043	 4.74	 0.009	376	16	enet	0.099	0.0011	 0.6130	0.539847
