PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000092094.6.OSGEP.wgt.RDat	OSGEP	14	20914570	20923264	0.635	rs6571394	-3.63	rs2275007	 0.50131	-6.96	 1.255	639	 1	top1	0.5	6.2e-16	-1.2550	0.209479
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000229164.5.TRAC.wgt.RDat	TRAC	14	23016447	23021097	0.477	rs12588202	 3.23	rs1263638	 0.14055	 5.17	-0.820	651	 9	lasso	0.26	6.3e-08	-0.7340	0.462947
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000215256.3.DHRS4-AS1.wgt.RDat	DHRS4-AS1	14	24407940	24458048	0.322	rs1958305	 3.14	rs2146432	 0.08070	-4.72	 0.275	509	 5	lasso	0.11	0.00064	 0.2231	0.823445
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000187630.10.DHRS4L2.wgt.RDat	DHRS4L2	14	24439148	24475617	0.461	rs1958305	 3.14	rs7148185	-0.00644	-3.93	 0.627	510	31	enet	-0.0036	0.42	 1.1194	0.262950
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000092295.7.TGM1.wgt.RDat	TGM1	14	24718320	24733638	0.353	rs1958305	 3.14	rs2180196	 0.08518	 4.70	-1.051	497	 1	top1	0.085	0.0024	-1.0510	0.293259
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000157379.9.DHRS1.wgt.RDat	DHRS1	14	24759804	24769039	0.437	rs1958305	 3.14	rs2281472	-0.00849	 3.62	 0.592	484	60	enet	0.14	0.00011	 1.4663	0.142558
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000087301.4.TXNDC16.wgt.RDat	TXNDC16	14	52897308	53019240	0.257	rs1253684	 2.76	rs10144981	 0.08259	-3.83	-1.799	523	 1	top1	0.083	0.0028	 1.7990	0.072019
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000126790.7.L3HYPDH.wgt.RDat	L3HYPDH	14	59927081	59951148	0.127	rs12878070	 2.74	rs8660	 0.21869	-4.91	-1.451	468	 1	top1	0.22	1.1e-06	 1.4510	0.146780
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000126773.8.PCNXL4.wgt.RDat	PCNXL4	14	60558629	60635851	0.219	rs6573295	-2.07	rs8011499	 0.10500	-4.17	-1.461	316	 1	top1	0.1	8e-04	 1.4610	0.144015
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000258289.3.CHURC1.wgt.RDat	CHURC1	14	65397518	65411309	0.595	rs1123493	 3.42	rs11623886	 0.22291	-5.75	-0.739	480	12	lasso	0.41	1.5e-12	 0.5988	0.549307
