PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000134121.5.CHL1.wgt.RDat	CHL1	3	238279	451090	0.411	rs2176252	 3.10	rs6442427	 1.83e-02	-3.59	 1.121	 431	 7	lasso	0.073	0.0046	-0.1898	8.49e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000144455.9.SUMF1.wgt.RDat	SUMF1	3	3742498	4508965	0.603	rs11713160	 3.74	rs2819561	 4.26e-01	 6.65	 0.097	1168	 5	lasso	0.47	1.2e-14	 0.0399	9.68e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000134077.11.THUMPD3.wgt.RDat	THUMPD3	3	9405519	9428475	0.303	NA	   NA	NA	       NA	   NA	    NA	   0	 0	enet	-0.0042	0.44	     NA	      NA
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000214021.11.TTLL3.wgt.RDat	TTLL3	3	9849770	9896822	0.446	rs3898760	-3.92	rs778041	 6.49e-02	-4.48	 0.905	 446	 4	lasso	0.072	0.0049	-0.6210	5.35e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000240288.3.GHRLOS.wgt.RDat	GHRLOS	3	10327438	10335133	0.347	rs1719571	-3.52	rs35683	 8.92e-02	-4.50	-0.164	 590	 6	lasso	0.094	0.0014	 0.8039	4.21e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000157017.11.GHRL.wgt.RDat	GHRL	3	10328388	10334631	0.450	rs1719571	-3.52	rs35684	 9.86e-02	 4.26	 1.930	 587	 7	lasso	0.11	6e-04	 0.9821	3.26e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000144559.6.TAMM41.wgt.RDat	TAMM41	3	11831916	11888393	0.320	rs2600262	 4.24	rs7627219	 1.09e-01	-4.68	 0.260	 488	16	enet	0.19	6.6e-06	-0.2237	8.23e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000154781.11.CCDC174.wgt.RDat	CCDC174	3	14693271	14714166	0.445	rs4685088	 2.81	rs11717438	 3.56e-01	 5.94	-0.647	 617	 1	top1	0.36	1.1e-10	-0.6470	5.18e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000136059.10.VILL.wgt.RDat	VILL	3	38029550	38048679	0.332	rs9866251	-2.24	rs11715511	 2.92e-01	-5.67	-0.466	 410	 1	top1	0.29	9.8e-09	 0.4660	6.41e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000168032.4.ENTPD3.wgt.RDat	ENTPD3	3	40428647	40470110	0.152	rs13067751	-2.66	rs9822644	 6.21e-02	-4.02	-0.402	 369	 6	lasso	0.072	0.0049	 0.7531	4.51e-01
