PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000107929.10.LARP4B.wgt.RDat	LARP4B	10	855484	977564	0.3135	rs10904083	 3.59	rs4881531	 0.03397	-4.31	 0.390	498	18	enet	0.15	6.3e-05	 0.4433	0.65754
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000107959.11.PITRM1.wgt.RDat	PITRM1	10	3179920	3215003	0.5998	rs11251569	-4.56	rs3814595	 0.19314	-6.06	 1.106	734	 7	lasso	0.29	1.4e-08	-0.8113	0.41720
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000237399.3.PITRM1-AS1.wgt.RDat	PITRM1-AS1	10	3183824	3210164	0.3297	rs11251569	-4.56	rs7078068	 0.07496	-4.66	 0.098	729	 7	lasso	0.095	0.0014	-0.6124	0.54030
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000151632.12.AKR1C2.wgt.RDat	AKR1C2	10	5029967	5060223	0.4870	rs11818567	 3.17	rs7908994	 0.09764	 4.78	 0.018	648	11	lasso	0.26	1.1e-07	 0.0414	0.96701
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000134461.11.ANKRD16.wgt.RDat	ANKRD16	10	5903580	5930030	0.3421	rs2231413	 3.78	rs2386626	 0.01914	 4.04	 1.384	675	 7	lasso	0.02	0.092	 1.4473	0.14782
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000240180.1.RP11-318E3.4.wgt.RDat	RP11-318E3.4	10	5903768	5904557	0.3030	rs2231413	 3.78	rs12774228	 0.02317	 4.20	 1.264	663	22	enet	0.047	0.02	 0.5650	0.57207
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000224597.5.PTCHD3P1.wgt.RDat	PTCHD3P1	10	29698331	29776674	0.5132	rs2211397	-2.91	rs10082484	 0.14370	 5.29	 1.022	761	32	enet	0.27	4.3e-08	 1.8530	0.06388
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000198105.7.ZNF248.wgt.RDat	ZNF248	10	38091751	38147034	0.2022	rs12243792	-2.65	rs11011230	 0.11064	 4.08	 0.654	312	 1	top1	0.11	0.00058	 0.6540	0.51311
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000196693.10.ZNF33B.wgt.RDat	ZNF33B	10	43084555	43133992	0.2495	rs17158029	-3.62	rs644175	 0.03463	 3.71	 0.195	308	 5	lasso	0.052	0.015	-0.2678	0.78887
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000165733.7.BMS1.wgt.RDat	BMS1	10	43278249	43330385	0.3106	rs17158029	-3.62	rs2744074	 0.20360	 4.80	-2.382	369	 1	top1	0.2	2.7e-06	-2.3820	0.01722
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000169826.6.CSGALNACT2.wgt.RDat	CSGALNACT2	10	43633934	43680756	0.2412	rs17158029	-3.62	rs2257767	 0.30233	 5.86	-0.691	397	 1	top1	0.3	4.7e-09	-0.6910	0.48957
