PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000103148.11.NPRL3.wgt.RDat	NPRL3	16	138697	188859	0.509	rs216609	 3.63	rs2562164	 0.25790	-5.79	 0.814	 258	 1	top1	0.26	9e-08	-0.814	0.415645
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000007541.10.PIGQ.wgt.RDat	PIGQ	16	619947	634136	0.432	rs710079	 3.33	rs4984895	 0.40664	-6.67	 2.091	 441	 1	top1	0.41	2.2e-12	-2.091	0.036528
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000127578.6.WFIKKN1.wgt.RDat	WFIKKN1	16	680932	684116	0.523	rs11248940	 2.83	rs2269556	 0.27871	 6.11	-0.297	 427	 1	top1	0.28	2.3e-08	-0.297	0.766467
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000103227.14.LMF1.wgt.RDat	LMF1	16	903634	1020999	0.332	rs2072950	-3.15	rs4984988	 0.12030	 4.75	 1.683	 456	 4	lasso	0.12	0.00029	 1.653	0.098341
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000260807.2.RP11-161M6.2.wgt.RDat	RP11-161M6.2	16	1025761	1027093	0.489	rs2072950	-3.15	rs9328929	 0.15719	-5.02	 1.697	 413	 5	lasso	0.24	3e-07	-1.619	0.105418
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000007516.9.BAIAP3.wgt.RDat	BAIAP3	16	1383602	1398302	0.234	rs2072950	-3.15	rs2294605	 0.22254	 5.07	-0.409	 443	 1	top1	0.22	8.3e-07	-0.409	0.682540
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000197599.8.CCDC154.wgt.RDat	CCDC154	16	1484384	1494557	0.542	rs2072950	-3.15	rs34470360	 0.23676	 5.91	 0.962	 466	12	enet	0.33	6.2e-10	 0.691	0.489412
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000095906.12.NUBP2.wgt.RDat	NUBP2	16	1832902	1839192	0.215	rs2075812	 3.74	rs12446893	-0.00438	 3.39	 0.211	 456	 1	top1	-0.0044	0.44	 0.211	0.832887
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000063854.8.HAGH.wgt.RDat	HAGH	16	1845621	1873038	0.455	rs2075812	 3.74	rs3848350	 0.18947	 5.04	-1.388	 459	 7	lasso	0.2	4.4e-06	-0.879	0.379533
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000255513.1.AC005363.9.wgt.RDat	AC005363.9	16	2013746	2014096	0.362	rs2075812	 3.74	rs758334	 0.29225	 5.44	 1.587	 422	 3	lasso	0.3	6.3e-09	 1.195	0.232152
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000260778.2.MIR940.wgt.RDat	MIR940	16	2318624	2323419	0.317	rs2107321	-4.03	rs155247	 0.13997	 4.85	 0.121	 330	 6	lasso	0.19	6.1e-06	-0.112	0.911134
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000260565.2.ERVK13-1.wgt.RDat	ERVK13-1	16	2710350	2723445	0.613	rs2107321	-4.03	rs11648529	 0.49101	-6.84	 1.046	 290	 1	top1	0.49	1.6e-15	-1.046	0.295561
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000059122.12.FLYWCH1.wgt.RDat	FLYWCH1	16	2961938	3001209	0.537	rs2107321	-4.03	rs9928222	 0.46767	 6.71	 0.542	 335	 1	top1	0.47	1.3e-14	 0.542	0.587819
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000263072.1.RP11-473M20.14.wgt.RDat	RP11-473M20.14	16	3166043	3184883	0.282	rs2107321	-4.03	rs11649450	 0.20387	 5.21	 1.071	 365	 5	lasso	0.21	2e-06	 1.314	0.189009
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000167984.12.NLRC3.wgt.RDat	NLRC3	16	3589033	3627401	0.295	rs879620	 4.55	rs12933120	 0.33556	-5.85	-0.656	 358	 1	top1	0.34	4.7e-10	 0.656	0.511824
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000178430.4.AC006111.1.wgt.RDat	AC006111.1	16	3725411	3727060	0.316	rs879620	 4.55	rs7206142	 0.01926	-3.06	 0.839	 361	 1	top1	0.019	0.095	-0.839	0.401469
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000153406.9.NMRAL1.wgt.RDat	NMRAL1	16	4511681	4545764	0.323	rs879620	 4.55	rs934887	 0.08039	-4.12	 1.877	 417	 6	lasso	0.18	8.4e-06	-0.318	0.750335
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000102858.8.MGRN1.wgt.RDat	MGRN1	16	4666494	4740975	0.610	rs10500326	-3.77	rs1684605	 0.41100	-6.55	 1.568	 399	23	enet	0.45	5.3e-14	-1.524	0.127560
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000103199.9.ZNF500.wgt.RDat	ZNF500	16	4808305	4817625	0.176	rs10500326	-3.77	rs759992	 0.01653	-3.57	 2.091	 354	 8	enet	0.043	0.025	-0.828	0.407535
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000175643.7.RMI2.wgt.RDat	RMI2	16	11343506	11445619	0.554	rs9927739	-3.21	rs243327	 0.15256	 5.36	-0.923	 521	10	enet	0.17	2.3e-05	-0.589	0.555779
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000234719.4.RP11-166B2.1.wgt.RDat	RP11-166B2.1	16	12021230	12070500	0.635	rs6498261	 3.40	rs2869492	 0.45752	 6.65	 2.883	 475	 1	top1	0.46	3.2e-14	 2.883	0.003939
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000224712.6.NPIPA3.wgt.RDat	NPIPA3	16	14802801	14820195	0.313	rs34955778	 1.84	rs226786	-0.00625	 4.06	-0.469	 158	 3	enet	0.0088	0.18	-0.543	0.587459
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000254852.4.NPIPA2.wgt.RDat	NPIPA2	16	14841923	14859270	0.329	rs34955778	 1.84	rs11863214	 0.06705	 4.73	-0.481	 143	 3	lasso	0.095	0.0014	-0.483	0.629124
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000183426.11.NPIPA1.wgt.RDat	NPIPA1	16	15016659	15045915	0.213	rs222133	-2.18	rs3198697	 0.07531	-3.76	-0.651	 108	 3	lasso	0.078	0.0035	 0.810	0.417920
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000261312.1.AC002550.5.wgt.RDat	AC002550.5	16	19717673	19726705	0.498	rs12447655	-4.46	rs3829539	 0.45525	 6.89	 1.385	 443	 6	lasso	0.46	3.9e-14	 1.504	0.132495
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000103550.9.KNOP1.wgt.RDat	KNOP1	16	19721831	19726359	0.298	rs12447655	-4.46	rs720176	 0.20972	 5.62	 1.410	 442	 4	lasso	0.25	1.1e-07	 1.168	0.242696
