PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000156239.7.N6AMT1.wgt.RDat	N6AMT1	21	30244513	30257693	0.172	rs6516839	-2.36	rs7282280	 0.23496	-4.91	 1.461	472	 1	top1	0.23	3.9e-07	-1.4610	0.1440
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000156253.2.RWDD2B.wgt.RDat	RWDD2B	21	30376705	30391699	0.439	rs8134601	 2.33	rs7280043	 0.39591	 6.33	-0.249	431	 1	top1	0.4	5.2e-12	-0.2490	0.8034
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000142188.12.TMEM50B.wgt.RDat	TMEM50B	21	34811521	34852318	0.466	rs2834287	-2.89	rs2834220	 0.38558	-6.39	-0.307	457	11	lasso	0.46	2.5e-14	-0.1872	0.8515
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000185917.9.SETD4.wgt.RDat	SETD4	21	37406839	37451687	0.240	rs423619	-2.54	rs735143	 0.10187	 4.18	-0.569	528	 1	top1	0.1	0.00095	-0.5690	0.5694
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000230212.2.AP000688.14.wgt.RDat	AP000688.14	21	37441940	37498938	0.225	rs2835405	-2.60	rs1005696	-0.00218	 3.39	-0.010	516	 1	top1	-0.0022	0.37	-0.0100	0.9920
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000182670.9.TTC3.wgt.RDat	TTC3	21	38445526	38575413	0.397	rs17814675	 3.36	rs2835630	 0.35835	-6.33	-0.299	497	27	enet	0.37	4.5e-11	 0.3897	0.6968
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000228677.1.TTC3-AS1.wgt.RDat	TTC3-AS1	21	38559967	38566227	0.147	rs17814675	 3.36	rs2252893	 0.07485	-3.98	-0.175	436	14	enet	0.089	0.0019	 0.1671	0.8673
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000184787.14.UBE2G2.wgt.RDat	UBE2G2	21	46188955	46221934	0.298	rs13047590	-3.17	rs1344110	 0.01383	-3.61	 0.318	544	 1	top1	0.014	0.13	-0.3180	0.7505
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000183250.7.C21orf67.wgt.RDat	C21orf67	21	46352729	46359828	0.355	rs13047590	-3.17	rs4818989	 0.18040	-4.72	-0.990	572	 1	top1	0.18	1.1e-05	 0.9900	0.3222
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000215447.3.BX322557.10.wgt.RDat	BX322557.10	21	46707967	46711653	0.343	rs13047590	-3.17	rs2838826	 0.26454	-5.60	 0.239	467	 1	top1	0.26	5.8e-08	-0.2390	0.8111
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000223768.1.LINC00205.wgt.RDat	LINC00205	21	46713200	46717269	0.437	rs13047590	-3.17	rs2297284	 0.42021	-6.86	 0.094	467	18	enet	0.43	4.5e-13	 0.0314	0.9749
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000160284.10.SPATC1L.wgt.RDat	SPATC1L	21	47581062	47604390	0.241	rs9975613	-3.72	rs2839373	 0.12132	-4.73	-0.899	485	11	enet	0.15	5.5e-05	 0.2681	0.7887
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000235878.4.AP001468.1.wgt.RDat	AP001468.1	21	47612391	47613673	0.290	rs9975613	-3.72	rs11701361	 0.01625	-4.08	-0.377	474	36	enet	0.081	0.0031	 1.1324	0.2575
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000239415.1.AP001469.9.wgt.RDat	AP001469.9	21	47672344	47674047	0.313	rs9975613	-3.72	rs16979054	 0.13618	 4.26	 0.838	456	 3	lasso	0.19	7e-06	 0.4700	0.6383
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000182362.9.YBEY.wgt.RDat	YBEY	21	47706251	47717665	0.595	rs9975613	-3.72	rs12626184	 0.14574	 5.06	 1.727	446	42	enet	0.3	4.6e-09	 1.7370	0.0824
