PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000237438.2.CECR7.wgt.RDat	CECR7	22	17517460	17541715	0.588	rs5994258	 3.21	rs5748829	 0.40844	 6.35	 0.126	473	27	enet	0.59	3.7e-20	 0.7676	0.442739
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000015475.14.BID.wgt.RDat	BID	22	18216906	18257536	0.254	rs5994258	 3.21	rs2535690	 0.18598	-4.53	-0.122	530	 1	top1	0.19	7.6e-06	 0.1220	0.902899
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000100075.5.SLC25A1.wgt.RDat	SLC25A1	22	19163095	19166343	0.392	rs8140666	 3.06	rs9605972	 0.27537	 5.22	-1.387	406	 1	top1	0.28	2.9e-08	-1.3870	0.165442
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000070371.11.CLTCL1.wgt.RDat	CLTCL1	22	19166986	19279239	0.370	rs2238777	-3.24	rs8143071	 0.25665	 5.23	-0.426	456	 1	top1	0.26	9.7e-08	-0.4260	0.670108
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000215012.4.C22orf29.wgt.RDat	C22orf29	22	19833661	19840009	0.392	rs2238777	-3.24	rs8141610	 0.24727	-4.96	-0.045	536	 1	top1	0.25	1.8e-07	 0.0450	0.964107
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000184470.15.TXNRD2.wgt.RDat	TXNRD2	22	19863040	19921049	0.266	rs2238777	-3.24	rs7288061	 0.18769	-4.57	 0.319	519	 1	top1	0.19	6.9e-06	-0.3190	0.749727
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000099904.11.ZDHHC8.wgt.RDat	ZDHHC8	22	20116979	20135530	0.299	rs2238777	-3.24	rs4819522	 0.04052	 3.84	-0.227	383	 1	top1	0.041	0.028	-0.2270	0.820424
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000234409.4.AC006547.14.wgt.RDat	AC006547.14	22	20135950	20138399	0.409	rs2238777	-3.24	rs1153418	 0.00597	-3.49	-0.717	369	 7	lasso	0.042	0.026	-0.0478	0.961879
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000161180.6.CCDC116.wgt.RDat	CCDC116	22	21987005	21991616	0.174	rs240065	 3.23	rs7444	 0.17330	-4.51	-1.718	286	 1	top1	0.17	1.6e-05	 1.7180	0.085797
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000100023.13.PPIL2.wgt.RDat	PPIL2	22	22006559	22049359	0.413	rs240065	 3.23	rs5754727	 0.21354	-5.48	 0.259	338	 1	top1	0.21	1.5e-06	-0.2590	0.795635
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000225544.1.KB-1027C11.4.wgt.RDat	KB-1027C11.4	22	22239621	22240012	0.285	NA	   NA	NA	      NA	   NA	    NA	  0	 0	enet	-0.00092	0.34	     NA	      NA
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000224086.3.LL22NC03-86G7.1.wgt.RDat	LL22NC03-86G7.1	22	22292609	22297799	0.500	rs240065	 3.23	rs240066	 0.52291	-7.37	 2.114	400	 3	lasso	0.58	1.2e-19	-2.1595	0.030814
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000236850.4.BMS1P20.wgt.RDat	BMS1P20	22	22675937	22676227	0.512	rs5758828	-3.56	rs6001474	 0.00106	 4.05	-0.830	327	 1	top1	0.0011	0.3	-0.8300	0.406539
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000100228.8.RAB36.wgt.RDat	RAB36	22	23487513	23506537	0.153	rs9608071	-3.58	rs4820542	 0.13541	 4.50	 1.830	364	 1	top1	0.14	0.00014	 1.8300	0.067250
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000186716.15.BCR.wgt.RDat	BCR	22	23521891	23660224	0.366	rs9608071	-3.58	rs131690	 0.32060	-5.64	-1.536	424	 1	top1	0.32	1.3e-09	 1.5360	0.124538
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000272733.1.KB-208E9.1.wgt.RDat	KB-208E9.1	22	23923067	23926046	0.389	rs107017	-2.72	rs11703537	 0.04172	 4.23	 0.451	444	34	enet	0.11	0.00073	 0.8732	0.382552
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000189269.8.C22orf43.wgt.RDat	C22orf43	22	23950639	23974508	0.242	rs107017	-2.72	rs16994633	 0.07234	-4.13	-0.295	457	 5	lasso	0.12	0.00026	 0.3247	0.745416
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000218537.1.AP000350.4.wgt.RDat	AP000350.4	22	24238016	24241117	0.417	rs5751846	 3.84	rs2000468	 0.09371	-4.56	 1.843	396	38	enet	0.17	1.5e-05	-0.8433	0.399087
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000133433.6.GSTT2B.wgt.RDat	GSTT2B	22	24299601	24303373	0.659	rs5751846	 3.84	rs1892714	 0.53933	 7.40	 0.563	382	20	enet	0.55	4.7e-18	 0.7230	0.469658
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000099984.6.GSTT2.wgt.RDat	GSTT2	22	24322339	24326106	0.624	rs5751846	 3.84	rs1892714	 0.36881	 6.24	 0.563	377	43	enet	0.49	2.8e-15	 0.3975	0.691015
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000235231.3.AP000351.10.wgt.RDat	AP000351.10	22	24373117	24374043	0.308	rs738813	 4.23	rs4822458	 0.18233	-4.91	 1.482	356	16	enet	0.21	1.5e-06	-1.5242	0.127454
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000184674.8.GSTT1.wgt.RDat	GSTT1	22	24376133	24384680	0.377	rs738813	 4.23	rs4822458	 0.33000	-5.68	 1.482	364	 1	top1	0.33	6.9e-10	-1.4820	0.138340
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000272977.1.CTA-390C10.10.wgt.RDat	CTA-390C10.10	22	25872185	25875938	0.405	rs3859880	-2.97	rs6004658	 0.20765	-4.75	-0.262	491	 1	top1	0.21	2.1e-06	 0.2620	0.793321
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000260065.1.CTA-445C9.15.wgt.RDat	CTA-445C9.15	22	26917949	26921002	0.811	rs16982302	 3.26	rs4275	 0.59559	 7.52	 1.375	761	12	lasso	0.61	8.2e-21	 1.8454	0.064977
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000235954.2.TTC28-AS1.wgt.RDat	TTC28-AS1	22	28315364	28404569	0.429	rs1159795	 3.86	rs7292046	 0.19530	 5.33	-2.150	528	 6	lasso	0.25	1.7e-07	-2.3592	0.018314
