PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000272005.1.RP11-91J19.4.wgt.RDat	RP11-91J19.4	8	424455	427966	0.306	rs7834882	-2.94	rs1044783	0.0917	-4.31	-0.201	420	 8	lasso	0.1	0.0011	-0.3934	6.94e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000173295.3.FAM86B3P.wgt.RDat	FAM86B3P	8	8086117	8097552	0.136	rs777709	-8.21	rs2945230	0.0492	-4.51	-7.995	327	 9	enet	0.071	0.0051	 8.7362	2.41e-18
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000078674.13.PCM1.wgt.RDat	PCM1	8	17780349	17885478	0.457	rs17594712	 3.08	rs478420	0.4357	 6.47	 0.967	916	 5	lasso	0.44	9.9e-14	 0.9270	3.54e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000147408.10.CSGALNACT1.wgt.RDat	CSGALNACT1	8	19261672	19615540	0.399	rs4472533	-3.06	rs4431609	0.2012	 5.09	 0.744	923	 1	top1	0.2	3.1e-06	 0.7440	4.57e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000120915.9.EPHX2.wgt.RDat	EPHX2	8	27348296	27403081	0.326	rs2322603	 3.13	rs4149260	0.1176	 4.29	-0.330	651	 1	top1	0.12	0.00039	-0.3300	7.41e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000134014.12.ELP3.wgt.RDat	ELP3	8	27947190	28048673	0.412	rs13253111	 2.96	rs13251987	0.1150	 4.51	-0.390	589	 1	top1	0.12	0.00045	-0.3900	6.97e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000176209.7.SMIM19.wgt.RDat	SMIM19	8	42401571	42409603	0.306	rs10103250	 3.02	rs2974342	0.2203	 5.44	 1.831	264	16	enet	0.28	1.8e-08	 1.6919	9.07e-02
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000137563.7.GGH.wgt.RDat	GGH	8	63927638	63951730	0.168	rs10112358	 3.61	rs9792158	0.0341	-4.19	-0.424	415	 1	top1	0.034	0.04	 0.4240	6.72e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000272010.1.CTD-3025N20.3.wgt.RDat	CTD-3025N20.3	8	66504085	66504707	0.423	rs7841951	 3.88	rs7836349	0.4261	-6.47	 1.709	351	 1	top1	0.43	4.6e-13	-1.7090	8.75e-02
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000147576.11.ADHFE1.wgt.RDat	ADHFE1	8	67344718	67381142	0.160	rs12541132	 3.23	rs2719008	0.1776	 4.33	-1.727	296	 1	top1	0.18	1.3e-05	-1.7270	8.42e-02
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000046889.14.PREX2.wgt.RDat	PREX2	8	68864353	69149265	0.394	rs1473266	 3.23	rs1434755	0.0720	 4.02	 0.952	655	 8	lasso	0.095	0.0014	 0.5898	5.55e-01
NA	./WEIGHTS//GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000254352.1.RP11-578O24.2.wgt.RDat	RP11-578O24.2	8	79636031	79636371	0.341	rs17440838	 3.58	rs4739134	0.0323	-3.97	 1.062	310	13	lasso	0.048	0.019	-0.7699	4.41e-01
